captured: macos macOS 26.6.2 arm64 · bare-metal · 2026-09-07 · euid 501 (jsmith) · leg-hash dd4cae6837a4
== action=list
subject|issuer|thumbprint|not_before|not_after|serial|store|key_usage
C=US, O=Microsoft Corporation, CN=Microsoft ECC Root Certificate Authority 2017|C=US, O=Microsoft Corporation, CN=Microsoft ECC Root Certificate Authority 2017|999A64C37FF47D9FAB95F14769891460EEC4C3C5|2019-12-18|2042-07-18|66F23DAF87DE8BB14AEA0C573101C2EC|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Internet Security Research Group, CN=ISRG Root X2|C=US, O=Internet Security Research Group, CN=ISRG Root X2|BDB1B93CD5978D45C6261455F8DB95C75AD153AF|2020-09-04|2040-09-17|41D29DD172EAEEA780C12C6CE92F8752|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=CH, O=WISeKey, OU=Copyright (c) 2005, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GA CA|C=CH, O=WISeKey, OU=Copyright (c) 2005, OU=OISTE Foundation Endorsed, CN=OISTE WISeKey Global Root GA CA|5922A1E15AEA163521F898396A4646B0441B0FA9|2005-12-11|2037-12-11|413D72C7F46B1F81437DF1D22854DF9A|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO ECC Certification Authority|C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO ECC Certification Authority|9F744E9F2B4DBAEC0F312C50B6563B8E2D93C311|2008-03-06|2038-01-18|1F47AFAA62007050544C019E9B63992A|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=DigiCert, Inc., CN=DigiCert SMIME RSA4096 Root G5|C=US, O=DigiCert, Inc., CN=DigiCert SMIME RSA4096 Root G5|5BC5ADE29AA754DA848953A5FED75B4686D05708|2021-01-15|2046-01-14|05F6BA04238346CB7D5CE6B95BBA1C55|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform TLS RSA Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform TLS RSA Root CA - G1|8070CB6877C459CD41FBB14D993AADF89578BA67|2024-12-13|2049-12-08|660D604E5D87AADCEDDF75857F3858FF|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=BE, O=GlobalSign nv-sa, CN=GlobalSign Root R46|C=BE, O=GlobalSign nv-sa, CN=GlobalSign Root R46|53A2B04BCA6BD645E6398A8EC40DD2BF77C3A290|2019-03-20|2046-03-20|11D2BBB9D723189E405F0A9D2DD0DF2567D1|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform Developer RSA Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform Developer RSA Root CA - G1|69D54A494054BACCE442CA714866EE9DA3D1A6BC|2024-12-13|2049-12-08|3B73A4D0FC92317FBE1F17190872DFCC|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GB, ST=Greater Manchester, L=Salford, O=Comodo CA Limited, CN=AAA Certificate Services|C=GB, ST=Greater Manchester, L=Salford, O=Comodo CA Limited, CN=AAA Certificate Services|D1EB23A46D17D68FD92564C2F1F1601764D8E349|2004-01-01|2028-12-31|01|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G2|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root G2|DF3C24F9BFD666761B268073FE06D1CC8D4F82A4|2013-08-01|2038-01-15|033AF1E6A711A9A0BB2864B11D09FAE5|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=BE, O=GlobalSign nv-sa, CN=GlobalSign Secure Mail Root R45|C=BE, O=GlobalSign nv-sa, CN=GlobalSign Secure Mail Root R45|7618D1F380243D5240C6116AAD5777097D8130A0|2020-03-18|2045-03-18|7653FEA84C50AB9F8D32B51D038F57DC|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P256 Certification Authority|C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P256 Certification Authority|B49082DD450CBE8B5BB166D3E2A40826CDED42CF|2017-08-23|2042-08-23|0D6A5F083F285C3E5195DF5D|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 3|C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 3|1F4914F7D874951DDDAE02C0BEFD3A2D82755185|2006-11-24|2031-11-24|05C6|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=EU, L=Madrid (see current address at www.camerfirma.com/address), serialNumber=A82743287, O=AC Camerfirma S.A., CN=Global Chambersign Root - 2008|C=EU, L=Madrid (see current address at www.camerfirma.com/address), serialNumber=A82743287, O=AC Camerfirma S.A., CN=Global Chambersign Root - 2008|4ABDEEEC950D359C89AEC752A12C5B29F6D6AA0C|2008-08-01|2038-07-31|C9CDD3E9D57D23CE|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA Root Certification Authority|C=TW, O=TAIWAN-CA, OU=Root CA, CN=TWCA Root Certification Authority|CF9E876DD3EBFC422697A3B5A37AA076A9062348|2008-08-28|2030-12-31|01|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=EU, L=Madrid (see current address at www.camerfirma.com/address), serialNumber=A82743287, O=AC Camerfirma S.A., CN=Chambers of Commerce Root - 2008|C=EU, L=Madrid (see current address at www.camerfirma.com/address), serialNumber=A82743287, O=AC Camerfirma S.A., CN=Chambers of Commerce Root - 2008|786A74AC76AB147F9C6A3050BA9EA87EFE9ACE3C|2008-08-01|2038-07-31|A3DA427EA4B1AEDA|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=NO, O=Buypass AS-983163327, CN=Buypass Class 2 Root CA|C=NO, O=Buypass AS-983163327, CN=Buypass Class 2 Root CA|490A7574DE870A47FE58EEF6C76BEBC60B124099|2010-10-26|2040-10-26|02|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2012 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - EC1|C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2012 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - EC1|20D80640DF9B25F512253A11EAF7598AEB14B547|2012-12-18|2037-12-18|A68B79290000000050D091F9|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GR, L=Athens, O=Hellenic Academic and Research Institutions Cert. Authority, CN=Hellenic Academic and Research Institutions ECC RootCA 2015|C=GR, L=Athens, O=Hellenic Academic and Research Institutions Cert. Authority, CN=Hellenic Academic and Research Institutions ECC RootCA 2015|9FF1718D92D59AF37D7497B4BC6F84680BBAB666|2015-07-07|2040-06-30|00|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=JP, O=SECOM Trust Systems CO.,LTD., OU=Security Communication RootCA2|C=JP, O=SECOM Trust Systems CO.,LTD., OU=Security Communication RootCA2|5F3B8CF2F810B37D78B4CEEC1919C37334B9C774|2009-05-29|2029-05-29|00|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Services Root Certificate Authority - G2|C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Services Root Certificate Authority - G2|925A8F8D2C6D04E0665F596AFF22D863E8256F3F|2009-09-01|2037-12-31|00|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority RSA|C=US, ST=Texas, L=Houston, O=SSL Corporation, CN=SSL.com Root Certification Authority RSA|B7AB3308D1EA4477BA1480125A6FBDA936490CBB|2016-02-12|2041-02-12|7B2C9BD316803299|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=CH, O=SwissSign AG, CN=SwissSign Silver CA - G2|C=CH, O=SwissSign AG, CN=SwissSign Silver CA - G2|9BAAE59F56EE21CB435ABE2593DFA7F040D11DCB|2006-10-25|2036-10-25|4F1BD42F54BB2F4B|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root G3|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root G3|F517A24F9A48C6C9F8A200269FDC0F482CAB3089|2013-08-01|2038-01-15|0BA15AFA1DDFA0B54944AFCD24A06CEC|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
OU=GlobalSign Root CA - R6, O=GlobalSign, CN=GlobalSign|OU=GlobalSign Root CA - R6, O=GlobalSign, CN=GlobalSign|8094640EB5A7A1CA119C1FDDD59F810263A7FBD1|2014-12-10|2034-12-10|45E6BB038333C3856548E6FF4551|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Google Trust Services LLC, CN=GTS Root R2|C=US, O=Google Trust Services LLC, CN=GTS Root R2|9A44497632DBDEFAD0BCFB5A7B17BD9E56092494|2016-06-22|2036-06-22|0203E5AEC58D04251AAB1125AA|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=ES, CN=Autoridad de Certificacion Firmaprofesional CIF A62634068|C=ES, CN=Autoridad de Certificacion Firmaprofesional CIF A62634068|AEC5FB3FC8E1BFC4E54F03075A9AE800B7F7B6FA|2009-05-20|2030-12-31|53EC3BEEFBB2485F|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=TW, O=Chunghwa Telecom Co., Ltd., CN=HiPKI Root CA - G1|C=TW, O=Chunghwa Telecom Co., Ltd., CN=HiPKI Root CA - G1|6A92E4A8EE1BEC964537E3295749CD96E3E5D260|2019-02-22|2037-12-31|2DDDACCE629794A143E8B0CD766A5E60|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P384 Certification Authority|C=US, ST=Illinois, L=Chicago, O=Trustwave Holdings, Inc., CN=Trustwave Global ECC P384 Certification Authority|E7F3A3C8CF6FC3042E6D0E6732C59E68950D5ED2|2017-08-23|2042-08-23|08BD85976C9927A48068473B|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
CN=Atos TrustedRoot Root CA RSA TLS 2021, O=Atos, C=DE|CN=Atos TrustedRoot Root CA RSA TLS 2021, O=Atos, C=DE|18523B0D0637E4D63ADF23E498FB5B16FB867448|2021-04-22|2041-04-17|53D5CFE619930BFB2B0512D8C22AA2A4|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=AffirmTrust, CN=AffirmTrust Commercial|C=US, O=AffirmTrust, CN=AffirmTrust Commercial|F9B5B632455F9CBEEC575F80DCE96E2CC7B278B7|2010-01-29|2030-12-31|7777062726A9B17C|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication Root E46|C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication Root E46|EC8A396C40F02EBC4275D49FAB1C1A5B67BED29A|2021-03-22|2046-03-21|42F2CCDA1B6937445F15FE752810B8F4|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=SecureTrust Corporation, CN=SecureTrust CA|C=US, O=SecureTrust Corporation, CN=SecureTrust CA|8782C6C304353BCFD29692D2593E7D44D934FF11|2006-11-07|2029-12-31|0CF08E5C0816A5AD427FF0EB271859D0|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform TLS ECC Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform TLS ECC Root CA - G1|FEFDCA08C6021E06692D5AF11697268533AD74C8|2024-12-13|2049-12-08|4D8A74FC4872EC07EB890A2EE0389D90|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=HU, L=Budapest, O=Microsec Ltd., CN=Microsec e-Szigno Root CA 2009, emailAddress=info@e-szigno.hu|C=HU, L=Budapest, O=Microsec Ltd., CN=Microsec e-Szigno Root CA 2009, emailAddress=info@e-szigno.hu|89DF74FE5CF40F4A80F9E3377D54DA91E101318E|2009-06-16|2029-12-30|C27E43044E473F19|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Apple Inc., OU=Apple Certification Authority, CN=Apple Root CA|C=US, O=Apple Inc., OU=Apple Certification Authority, CN=Apple Root CA|611E5B662C593A08FF58D14AE22452D198DF6C60|2006-04-25|2035-02-09|02|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=JP, O=SECOM Trust Systems Co., Ltd., CN=SECOM TLS ECC Root CA 2024|C=JP, O=SECOM Trust Systems Co., Ltd., CN=SECOM TLS ECC Root CA 2024|7A1F222D72B2C3198744DB6169E8A64BD70D440E|2024-01-31|2049-01-14|817A2CEF8F237A44|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GR, O=Hellenic Academic and Research Institutions CA, CN=HARICA TLS ECC Root CA 2021|C=GR, O=Hellenic Academic and Research Institutions CA, CN=HARICA TLS ECC Root CA 2021|BCB0C19DE9989270193857E98DA7B45D6EEE0148|2021-02-19|2045-02-13|67749D8D77D83B6ADB22F4FF59E2BFCE|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Amazon, CN=Amazon Root CA 3|C=US, O=Amazon, CN=Amazon Root CA 3|0D44DD8C3C8C1A1A58756481E90F2E2AFFB3D26E|2015-05-26|2040-05-26|066C9FD5749736663F3B0B9AD9E89E7603F24A|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 1 G3|C=BM, O=QuoVadis Limited, CN=QuoVadis Root CA 1 G3|1B8EEA5796291AC939EAB80A811A7373C0937967|2012-01-12|2042-01-12|78585F2EAD2C194BE3370735341328B596D46593|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=CN, O=GUANG DONG CERTIFICATE AUTHORITY CO.,LTD., CN=GDCA TrustAUTH R5 ROOT|C=CN, O=GUANG DONG CERTIFICATE AUTHORITY CO.,LTD., CN=GDCA TrustAUTH R5 ROOT|0F36385B811A25C39B314E83CAE9346670CC74B4|2014-11-26|2040-12-31|7D0997FEF047EA7A|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Amazon, CN=Amazon Root CA 1|C=US, O=Amazon, CN=Amazon Root CA 1|8DA7F965EC5EFC37910F1C6E59FDC1CC6A6EDE16|2015-05-26|2038-01-17|066C9FCF99BF8C0A39E2F0788A43E696365BCA|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
OU=GlobalSign ECC Root CA - R5, O=GlobalSign, CN=GlobalSign|OU=GlobalSign ECC Root CA - R5, O=GlobalSign, CN=GlobalSign|1F24C630CDA418EF2069FFAD4FDD5F463A1B69AA|2012-11-13|2038-01-19|605949E0262EBB55F90A778A71F94AD86C|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Certification Authority|C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO RSA Certification Authority|AFE5D244A8D1194230FF479FE2F897BBCD7A8CB4|2010-01-19|2038-01-18|4CAAF9CADB636FE01FF74ED85B03869D|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=SSL Corporation, CN=SSL.com TLS RSA Root CA 2022|C=US, O=SSL Corporation, CN=SSL.com TLS RSA Root CA 2022|EC2C834072AF269510FF0EF203EE3170F6789DCA|2022-08-25|2046-08-19|6FBEDAAD73BD0840E28B4DBED4F75B91|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
CN=Developer ID Certification Authority, OU=Apple Certification Authority, O=Apple Inc., C=US|C=US, O=Apple Inc., OU=Apple Certification Authority, CN=Apple Root CA|3B166C3B7DC4B751C9FE2AFAB9135641E388E186|2012-02-01|2027-02-01|187AA9A8C296210C|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform Multipurpose RSA Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform Multipurpose RSA Root CA - G1|1147FDB5C83DFB8B51FAE511411BC7B6ABD9953A|2024-12-13|2049-12-08|36B5FAE0E8EC1B8067FFD8753EA1F071|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Root Certificate Authority - G2|C=US, ST=Arizona, L=Scottsdale, O=Starfield Technologies, Inc., CN=Starfield Root Certificate Authority - G2|B51C067CEE2B0C3DF855AB2D92F4FE39D4E70F0E|2009-09-01|2037-12-31|00|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO Certification Authority|C=GB, ST=Greater Manchester, L=Salford, O=COMODO CA Limited, CN=COMODO Certification Authority|6631BF9EF74F9EB6C9D5A60CBA6ABED1F7BDEF7B|2006-12-01|2029-12-31|4E812D8A8265E00B02EE3E350246E53D|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GR, L=Athens, O=Hellenic Academic and Research Institutions Cert. Authority, CN=Hellenic Academic and Research Institutions RootCA 2015|C=GR, L=Athens, O=Hellenic Academic and Research Institutions Cert. Authority, CN=Hellenic Academic and Research Institutions RootCA 2015|010C0695A6981914FFBF5FC6B0B695EA29E912A6|2015-07-07|2040-06-30|00|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
CN=ComSign Global Root CA, O=ComSign Ltd., C=IL|CN=ComSign Global Root CA, O=ComSign Ltd., C=IL|AE3B31BF8FD891079CF1DF34CBCE6E70D37FB5B0|2011-07-18|2036-07-16|8F617115BA7958178C7D113AACD6DBAE|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=AffirmTrust, CN=AffirmTrust Networking|C=US, O=AffirmTrust, CN=AffirmTrust Networking|293621028B20ED02F566C532D1D6ED909F45002F|2010-01-29|2030-12-31|7C4F04391CD4992D|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2009 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G2|C=US, O=Entrust, Inc., OU=See www.entrust.net/legal-terms, OU=(c) 2009 Entrust, Inc. - for authorized use only, CN=Entrust Root Certification Authority - G2|8CF427FD790C3AD166068DE81E57EFBB932272D4|2009-07-07|2030-12-07|4A538C28|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
CN=Apple Root CA - G2, OU=Apple Certification Authority, O=Apple Inc., C=US|CN=Apple Root CA - G2, OU=Apple Certification Authority, O=Apple Inc., C=US|14698989BFB2950921A42452646D37B50AF017E2|2014-04-30|2039-04-30|01E0E5B58367A3E0|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform RSA Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform RSA Root CA - G1|C63A11F6B67E9D93F945471EB218365481EEA998|2024-12-13|2049-12-08|10268600E82845634F4025EF72954327|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Trusted Root G4|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Trusted Root G4|DDFB16CD4931C973A2037D3FC83A4D7D775D05E4|2013-08-01|2038-01-15|059B1B579E8E2132E23907BDA777755C|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=ES, O=IZENPE S.A., CN=Izenpe.com|C=ES, O=IZENPE S.A., CN=Izenpe.com|2F783D255218A74A653971B52CA29C45156FE919|2007-12-13|2037-12-13|B0B75A16485FBFE1CBF58BD719E67D|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Google Trust Services LLC, CN=GTS Root R1|C=US, O=Google Trust Services LLC, CN=GTS Root R1|E58C1CC4913B38634BE9106EE3AD8E6B9DD9814A|2016-06-22|2036-06-22|0203E5936F31B01349886BA217|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication Root R46|C=GB, O=Sectigo Limited, CN=Sectigo Public Server Authentication Root R46|AD98F9F3E47D753B65D482B3A45217BB6EF5E438|2021-03-22|2046-03-21|758DFD8BAE7C0700FAA925A7E1C7AD14|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=DE, O=D-Trust GmbH, CN=D-TRUST Root Class 3 CA 2 EV 2009|C=DE, O=D-Trust GmbH, CN=D-TRUST Root Class 3 CA 2 EV 2009|96C91B0B95B4109842FAD0D82279FE60FAB91683|2009-11-05|2029-11-05|0983F4|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=IN, OU=emSign PKI, O=eMudhra Technologies Limited, CN=emSign Root CA - G1|C=IN, OU=emSign PKI, O=eMudhra Technologies Limited, CN=emSign Root CA - G1|8AC7AD8F73AC4EC1B5754DA540F4FCCF7CB58E8C|2018-02-18|2043-02-18|31F5E4620C6C58EDD6D8|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=AT, O=e-commerce monitoring GmbH, CN=GLOBALTRUST 2020|C=AT, O=e-commerce monitoring GmbH, CN=GLOBALTRUST 2020|D067C11351010CAAD0C76A65373116264F5371A2|2020-02-10|2040-06-10|5A4BBD5AFB4F8A5BFA65E5|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root CA|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Assured ID Root CA|0563B8630D62D75ABBC8AB1E4BDFB5A899B24D43|2006-11-10|2031-11-10|0CE7E0E517D846FE8FE560FC1BF03039|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Apple Inc., CN=Apple Platform Code Signing RSA Root CA - G1|C=US, O=Apple Inc., CN=Apple Platform Code Signing RSA Root CA - G1|0F1A0FAE886131C02F2CC2AB006D8F05BA542EA7|2024-12-13|2049-12-08|054AA58B4889AAFBAA01549D7B848D3E|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=Google Trust Services LLC, CN=GTS Root R4|C=US, O=Google Trust Services LLC, CN=GTS Root R4|77D30367B5E00C15F60C3861DF7CE13B92464D47|2016-06-22|2036-06-22|0203E5C068EF631A9C72905052|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root CA|C=US, O=DigiCert Inc, OU=www.digicert.com, CN=DigiCert Global Root CA|A8985D3A65E5E5C4B2D7D66D40C6DD2FB19C5436|2006-11-10|2031-11-10|083BE056904246B1A1756AC95991C74A|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, ST=Arizona, L=Scottsdale, O=GoDaddy.com, Inc., CN=Go Daddy Root Certificate Authority - G2|C=US, ST=Arizona, L=Scottsdale, O=GoDaddy.com, Inc., CN=Go Daddy Root Certificate Authority - G2|47BEABC922EAE80E78783462A79F45C254FDE68B|2009-09-01|2037-12-31|00|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=US, O=The Go Daddy Group, Inc., OU=Go Daddy Class 2 Certification Authority|C=US, O=The Go Daddy Group, Inc., OU=Go Daddy Class 2 Certification Authority|2796BAE63F1801E277261BA0D77770028F20EEE4|2004-06-29|2034-06-29|00|SystemRootCertificates.keychain|(none)
C=HK, ST=Hong Kong, L=Hong Kong, O=Hongkong Post, CN=Hongkong Post Root CA 3|C=HK, ST=Hong Kong, L=Hong Kong, O=Hongkong Post, CN=Hongkong Post Root CA 3|58A2D0EC2052815BC1F3F86402244EC28E024B02|2017-06-03|2042-06-03|08165F8A4CA5EC00C99340DFC4C6AE23B81C5AA4|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=FR, O=Dhimyotis, CN=Certigna|C=FR, O=Dhimyotis, CN=Certigna|B12E13634586A46F1AB2606837582DC4ACFD9497|2007-06-29|2027-06-29|FEDCE3010FC948FF|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=PL, O=Asseco Data Systems S.A., OU=Certum Certification Authority, CN=Certum EC-384 CA|C=PL, O=Asseco Data Systems S.A., OU=Certum Certification Authority, CN=Certum EC-384 CA|F33E783CACDFF4A2CCAC67556956D7E5163CE1ED|2018-03-26|2043-03-26|788F275C81125220A504D02DDDBA73F4|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=GB, O=Sectigo Limited, CN=Sectigo Public Time Stamping Root E46|C=GB, O=Sectigo Limited, CN=Sectigo Public Time Stamping Root E46|C95E9C79D60752386209C1E4C68A6B8BD54FF2DB|2021-03-22|2046-03-21|5562A6C594BD0FC9D9C1D649B5F7E315|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=IdenTrust, CN=IdenTrust Commercial Root CA 1|C=US, O=IdenTrust, CN=IdenTrust Commercial Root CA 1|DF717EAA4AD94EC9558499602D48DE5FBCF03A25|2014-01-16|2034-01-16|0A0142800000014523C844B500000002|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=PL, O=Unizeto Sp. z o.o., CN=Certum CA|C=PL, O=Unizeto Sp. z o.o., CN=Certum CA|6252DC40F71143A22FDE9EF7348E064251B18118|2002-06-11|2027-06-11|010020|SystemRootCertificates.keychain|(none)
OU=GlobalSign ECC Root CA - R4, O=GlobalSign, CN=GlobalSign|OU=GlobalSign ECC Root CA - R4, O=GlobalSign, CN=GlobalSign|6BA0B098E171EF5AADFE4815807710F4BD6F0B28|2012-11-13|2038-01-19|0203E57EF53F93FDA50921B2A6|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=Amazon, CN=Amazon Root CA 4|C=US, O=Amazon, CN=Amazon Root CA 4|F6108407D6F8BB67980CC2E244C2EBAE1CEF63BE|2015-05-26|2040-05-26|066C9FD7C1BB104C2943E5717B7B2CC81AC10E|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=SSL Corporation, CN=SSL.com TLS ECC Root CA 2022|C=US, O=SSL Corporation, CN=SSL.com TLS ECC Root CA 2022|9F5FD91A546DF50C71F0EE7ABD1749988473E239|2022-08-25|2046-08-19|1403F5ABFB378B17405BE243B2A5D1C4|SystemRootCertificates.keychain|Digital Signature, Certificate Sign, CRL Sign
C=US, O=AffirmTrust, CN=AffirmTrust Premium|C=US, O=AffirmTrust, CN=AffirmTrust Premium|D8A6332CE0036FB185F6634F7D6A066526322827|2010-01-29|2040-12-31|6D8C1446B1A60AEE|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
C=CN, O=China Financial Certification Authority, CN=CFCA EV ROOT|C=CN, O=China Financial Certification Authority, CN=CFCA EV ROOT|E2B8294B5584AB6B58C290466CAC3FB8398F8483|2012-08-08|2029-12-31|184ACCD6|SystemRootCertificates.keychain|Certificate Sign, CRL Sign
